Ano,Município,Parcela_das_moradias_sem_banheiro_de_uso_exclusivo,Parcela_da_população_que_não_recebe_água_com_regularidade_adequada,Parcela_da_população_total_que_mora_em_domicílios_sem_acesso_à_água_tratada,Volume_de_água_consumida_per_capita,Volume_de_esgoto_coletado,Volume_de_esgoto_tratado,Volume_de_esgoto_não_tratado,Tarifa_média_de_água,Tarifa_média_de_coleta_de_esgoto,Tarifa_média_ponderada_dos_serviços_de_saneamento,Custo_total_dos_operadores_com_os_serviços_de_saneamento,Custo_total_dos_operadores_com_produtos_químicos,Custo_total_dos_operadores_com_energia_elétrica,Internações_por_doenças_associadas_à_falta_de_saneamento,Taxa_de_incidência_de_internações_por_doenças_associadas_à_falta_de_saneamento,Atraso_escolar_das_pessoas_que_moram_em_residências_com_saneamento_básico,Atraso_escolar_das_pessoas_que_moram_em_residências_sem_saneamento,Investimentos_per_capita_em_saneamento,Renda_induzida_gerada_pelas_operação_de_saneamento,Renda_total_gerada_pelas_operação_de_saneamento,Redução_dos_custos_com_a_saúde
2011,São José dos Campos (Município),0.004,-,0,172.47,30724.69,27076.38,13015.71,2.04,1.7,1.88,168616513.82,1909745.09,14307237.1,247,3.88,3.56,4.39,167.08,101180147.59,338219189.85,-
2010,São José dos Campos (Município),0.005,-,0,162.72,28344.5,16771.8,20641.5,1.92,1.57,1.75,132078749.35,1935074.27,11734154.8,225,3.57,4.25,5.21,120.36,95303801.63,318576077.86,-
2019,Agudos do Sul (Município),0.037,-,0.402,94.72,69.74,69.74,254.24,5.6,4.38,3.69,1642413.65,8329.78,173153.57,8,8.54,1.22,0.98,179.61,633271.1,2116862.28,-
2018,Agudos do Sul (Município),0.039,-,0.402,93.49,67.77,67.77,125.57,12.14,3.94,4.82,1308289.55,6272.35,159006.73,2,2.16,1.27,1.02,37.86,558779.61,1867856.42,-
2017,Agudos do Sul (Município),0.042,-,0.418,90.24,66.6,66.6,118.86,8.88,3.51,4.13,1423081.85,10368.13,132453.69,3,3.27,1.51,1.21,80.71,528593.95,1766953.52,-
2016,Agudos do Sul (Município),0.044,-,0.417,55.97,65.48,65.48,119.88,3.6,2.86,3.41,1381962.36,7161.22,139365.89,6,6.61,1.79,1.44,69.48,516920.79,1727933.13,-
2015,Agudos do Sul (Município),0.047,-,0.427,54.17,62.75,62.75,114.87,3.08,2.4,2.9,1087517.63,6009.34,146442.16,1,1.11,2.11,1.72,151.12,453345.52,1515417.39,-
2014,Agudos do Sul (Município),0.049,-,0.46,54.15,59.51,59.51,116.24,2.7,2.11,2.55,836685.63,5687.37,89531.5,1,1.12,2.5,2.05,26.05,412747.1,1379707.31,-
2013,Agudos do Sul (Município),0.052,-,0.47,53.04,58.13,58.13,112.19,2.65,2.09,2.51,675012.94,5982.77,70594.59,3,3.41,2.95,2.44,60.76,425105.7,1421018.93,-
2012,Agudos do Sul (Município),0.054,-,0.472,52.85,56.82,56.82,105.77,2.47,1.86,2.31,414694.79,7126.01,73773.88,0,0.0,3.48,2.91,54.82,400271.52,1338004.65,-
2011,Agudos do Sul (Município),0.057,-,0.481,51.21,22.05,22.05,134.05,2.02,1.68,1.98,292739.61,5245.02,79564.76,1,1.2,4.12,3.47,127.47,306985.16,1026172.37,-
2010,Agudos do Sul (Município),0.059,-,0.486,50.66,0.0,0.0,152.92,1.79,0.0,1.79,248963.59,5691.74,49310.37,6,7.26,4.87,4.14,121.46,257965.0,862310.61,-
2019,Maricá (Município),0.0,-,0.457,55.58,267.42,184,3086.64,2.86,1.71,2.82,10890561.82,118737.99,785835.56,44,2.73,1.06,1.67,14.59,3494672.29,11681789.96,-
2018,Maricá (Município),0.0,-,0.582,49.35,597.0,196,2646.0,3.06,2.59,3.04,10836422.38,98869.2,491210.7,37,2.34,1.06,1.67,0.24,3625869.04,12120346.92,-
2017,Maricá (Município),0.0,-,0.441,72.36,632.0,196,3845.0,3.92,5.66,4.0,23278478.28,156265.38,322420.77,15,0.98,1.22,1.9,37.54,3776850.47,12625038.97,-
2016,Maricá (Município),0.0,-,0.43,73.81,681.0,236,3802.0,3.57,4.95,3.68,10810277.69,240651.13,326536.63,46,3.07,1.4,2.16,39.06,2021998.21,6759019.55,-
2015,Maricá (Município),0.002,-,0.417,79.45,680.0,232,4018.0,3.32,4.59,3.36,10644230.59,204240.0,215950.56,20,1.36,1.61,2.45,55.31,3576833.3,11956433.05,-
2014,Maricá (Município),0.003,-,0.434,81.38,705.0,243,4008.0,3.51,4.35,3.56,10968081.68,157738.59,217910.59,17,1.19,1.85,2.77,55.48,4229672.53,14138706.56,-
2013,Maricá (Município),0.004,-,0.42,83.38,704.0,481,3766.0,2.94,3.67,3.03,12677310.96,153028.09,246454.0,54,3.87,2.13,3.14,414.53,4137395.39,13830247.85,-
2012,Maricá (Município),0.005,-,0.451,85.67,703.0,480,3745.0,3.55,3.89,3.59,11113094.25,129144.81,200345.41,33,2.44,2.45,3.56,266.1,5245438.07,17534149.3,-
2011,Maricá (Município),0.006,-,0.435,86.41,703.0,468,3675.0,3.19,14.38,4.58,11662917.32,112484.83,606227.67,87,6.62,2.81,4.04,92.96,7097752.54,23725959.78,-
2010,Maricá (Município),0.007,-,0.42,88.69,703.04,468,3658.0,3.31,3.22,3.3,10353455.19,102560.98,581752.09,65,5.1,3.23,4.58,6.37,5327459.44,17808325.63,-
2019,Barra Mansa (Município),0.0,-,0.01,114.06,10607.31,300,7377.2,3.42,3.29,3.38,64163896.19,1253313.34,6544985.09,74,4.01,1.51,2.53,34.06,22761363.75,76085380.3,-
2018,Barra Mansa (Município),0.0,-,0.01,108.96,10529.24,300,7016.57,3.79,3.71,3.76,57232712.23,1168220.84,7413340.64,29,1.58,1.55,2.6,7.48,22419678.74,74943215.25,-
2017,Barra Mansa (Município),0.0,-,0.003,116.08,9956.84,300,7303.19,3.07,2.89,3.01,43705388.8,1267649.37,6302634.81,33,1.84,1.78,2.95,5.21,18918889.11,63240976.63,-
2016,Barra Mansa (Município),0.0,-,0.013,115.73,9900.0,300,7309.06,2.97,2.85,2.93,47000294.68,1419400.0,9346091.04,43,2.39,2.04,3.35,0.58,18782186.43,62784014.73,-
2015,Barra Mansa (Município),0.0,-,0.02,149.16,9737.0,300,9495.25,2.57,2.43,2.52,81116590.91,1238062.76,3144421.65,57,3.17,2.35,3.79,7.5,17307032.56,57852955.06,-
2014,Barra Mansa (Município),0.001,-,0.019,132.67,9736.0,300,8401.97,2.21,2.19,2.2,43328316.57,822891.98,3646236.28,40,2.23,2.7,4.3,154.22,16830300.64,56259362.96,-
2013,Barra Mansa (Município),0.002,-,0.009,128.61,8362.17,300,8124.96,2.04,1.0,1.52,38676902.75,775534.8,3384363.7,61,3.4,3.1,4.87,95.95,16364691.98,54702953.05,-
2012,Barra Mansa (Município),0.003,-,0.006,128.57,8199.0,300,8094.39,1.95,1.12,1.58,27211240.98,698556.24,3730784.75,40,2.24,3.57,5.52,85.72,16638013.45,55616596.39,-
2011,Barra Mansa (Município),0.004,-,0.022,127.41,8199.0,300,7994.39,1.86,1.06,1.49,26065817.91,623286.27,3569383.33,124,6.95,4.1,6.26,18.52,16892845.91,56468435.69,-
2010,Barra Mansa (Município),0.005,-,0.019,123.57,7175.0,249,7771.17,1.6,1.0,1.34,23667900.03,645598.11,3385381.13,70,3.94,4.71,7.1,6.77,15307691.7,51169673.2,-
2019,Ilhéus (Município),0.011,-,0.0,100.88,4064.51,4064.51,1912.76,6.07,3.95,5.27,53533672.1,1227580.85,2966333.0,365,22.49,1.59,1.89,245.31,23120310.68,77285247.5,-
2018,Ilhéus (Município),0.024,-,0.002,99.54,4495.41,4495.41,1493.95,5.71,3.78,4.99,50393705.16,961275.43,2642627.3,176,10.68,1.59,1.89,159.43,21677943.98,72463786.87,-
2017,Ilhéus (Município),0.037,-,0.069,89.72,4115.3,4115.3,1659.19,4.64,3.18,4.11,51965973.32,1067209.94,2486482.38,210,11.91,1.83,2.16,73.87,20002504.27,66863223.16,-
2016,Ilhéus (Município),0.051,-,0.111,90.32,3772.06,3772.06,2102.66,3.77,2.42,3.28,45462281.24,776953.79,2365053.86,362,20.31,2.1,2.47,19.74,17964957.97,60052230.35,-
2015,Ilhéus (Município),0.064,-,0.126,95.31,4033.26,4033.26,2235.7,3.66,2.37,3.2,39622172.63,752318.43,2364274.86,260,14.43,2.41,2.82,10.88,19176329.55,64101533.73,-
2014,Ilhéus (Município),0.077,-,0.139,95.0,3999.35,3999.35,2323.65,3.41,2.18,2.97,34243397.21,613970.19,1718984.07,243,13.33,2.76,3.23,12.05,18768305.9,62737615.69,-
2013,Ilhéus (Município),0.09,-,0.146,92.32,3922.53,3922.53,2298.34,3.38,2.3,3.0,37982488.84,524974.05,1559300.0,350,18.96,3.14,3.69,5.17,19823761.05,66265730.6,-
2012,Ilhéus (Município),0.104,-,0.187,90.61,3774.31,3774.31,2420.52,3.16,2.08,2.77,28618036.83,407048.84,1766184.63,788,42.07,3.58,4.22,0.0,19055507.01,63697655.1,-
2011,Ilhéus (Município),0.117,-,0.229,87.8,3701.21,3701.21,2252.95,2.7,1.84,2.39,16048564.0,687466.0,1810064.0,1125,60.55,4.07,4.83,0.0,17098490.02,57155851.01,-
2010,Ilhéus (Município),0.13,-,0.251,89.48,3638.91,3638.91,2378.52,2.36,1.67,2.12,24453970.0,588005.0,1630481.0,1532,83.15,4.64,5.52,0.0,16004335.61,53498374.47,-
2019,Irecê (Município),0.0,-,0,103.11,373.73,373.73,2372.42,5.96,2.75,5.58,24180735.13,398999.54,6949566.69,15,2.06,1.43,1.42,35.72,8144215.33,27224015.53,-
2018,Irecê (Município),0.0,-,0,104.62,390.11,379.6,2384.44,5.77,2.7,5.39,20838735.09,286008.91,4349138.93,2,0.28,1.43,1.42,34.21,7607301.56,25429251.01,-
2017,Irecê (Município),0.0,-,0,104.31,411.63,411.63,2424.1,4.69,2.17,4.36,18211532.06,284316.4,3139471.82,10,1.34,1.62,1.63,16.85,7298206.01,24396024.16,-
2016,Irecê (Município),0.0,-,0,105.42,434.48,434.48,2409.51,3.79,1.73,3.51,18752917.32,528576.04,2982462.58,31,4.19,1.84,1.87,23.56,6691516.42,22368017.03,-
2015,Irecê (Município),0.0,-,0,110.72,364.37,364.37,2601.01,3.37,1.76,3.18,14279371.57,281579.63,3259116.02,24,3.27,2.1,2.14,35.28,6503617.07,21739917.85,-
2014,Irecê (Município),0.0,-,0,99.83,330.04,330.04,2320.03,3.32,1.74,3.14,12968342.33,349364.88,2297012.42,19,2.61,2.39,2.44,175.3,6319903.96,21125812.21,-
2013,Irecê (Município),0.002,-,0,109.71,292.46,292.46,2540.64,3.05,1.68,2.86,13840078.37,369250.78,1847729.68,55,7.63,2.71,2.8,272.71,6199288.32,20722625.16,-
2012,Irecê (Município),0.015,-,0,97.9,285.86,285.86,2127.18,2.85,1.61,2.73,7665378.11,3440.57,29329.7,45,6.66,3.09,3.2,0.0,6062896.69,20266703.06,-
2011,Irecê (Município),0.029,-,0,96.76,246.37,246.37,2115.05,2.39,1.4,2.31,4557541.0,295396.0,1436265.0,45,6.73,3.52,3.66,76.6,5385432.73,18002115.42,-
2010,Irecê (Município),0.042,-,0,99.5,120.04,120.04,2283.52,1.99,1.0,1.95,7034723.0,183704.0,1303802.0,67,10.12,4.0,4.19,0.0,4533654.27,15154839.27,-
2019,Rosário Oeste (Município),0.041,-,-,-,-,-,-,-,-,-,-,-,-,115,67.05,1.28,1.07,0,-,-,-
2018,Rosário Oeste (Município),0.046,-,0.298,183.42,0,0,1154,0.68,-,0.68,978783.85,62853,325000,99,57.43,1.24,1.03,0,315989.68,1056272.18,-
2017,Rosário Oeste (Município),0.051,-,0.284,186.99,0,0,1154,0.68,0,0.68,978783.85,62853,325000,157,92.86,1.45,1.22,0,326372.8,1090980.27,-
2016,Rosário Oeste (Município),0.056,-,0.324,185.12,0,0,1149.75,0.63,0,0.63,960000,60000,540000,92,54.07,1.7,1.45,0,312327.88,1044031.71,-
2015,Rosário Oeste (Município),0.061,-,-,-,-,-,-,-,-,-,-,-,-,2,1.17,1.99,1.73,-,-,-,-
2014,Rosário Oeste (Município),0.067,-,-,-,-,-,-,-,-,-,-,-,-,74,42.84,2.33,2.05,-,-,-,-
2013,Rosário Oeste (Município),0.072,-,-,-,-,-,-,-,-,-,-,-,-,29,16.67,2.73,2.44,-,-,-,-
2012,Rosário Oeste (Município),0.077,-,0.397,87.64,51.2,0,560.6,0.86,0,0.86,515442.76,38400,132000,159,90.72,3.2,2.9,0,280998.03,939304.08,-
2011,Rosário Oeste (Município),0.082,-,-,-,-,-,-,-,-,-,-,-,-,151,85.79,3.74,3.45,-,-,-,-
2010,Rosário Oeste (Município),0.087,-,-,-,-,-,-,-,-,-,-,-,-,168,95.03,4.38,4.1,-,-,-,-
2019,Pindamonhangaba (Município),0.0,-,0.0,147.76,8469.86,8469.86,608.36,3.46,2.76,3.12,61426923.57,2243424.8,6724256.84,41,2.44,1.03,1.73,37.94,26029137.52,87008706.89,-
2018,Pindamonhangaba (Município),0.0,-,0.0,142.04,8087.8,8087.8,543.13,3.32,2.68,3.0,57875366.59,1043436.67,5773218.32,38,2.28,1.03,1.73,55.49,24616174.91,82285536.56,-
2017,Pindamonhangaba (Município),0.0,-,0.0,150.93,8340.82,8340.82,693.61,3.08,2.46,2.78,52533474.75,834574.85,4516714.44,43,2.62,1.22,2.11,36.72,22693419.68,75858260.76,-
2016,Pindamonhangaba (Município),0.0,-,0.0,138.32,7664.64,7664.64,530.47,2.94,2.34,2.64,48977366.61,1712740.68,5335353.85,47,2.9,1.45,2.57,47.93,21902555.88,73214606.63,-
2015,Pindamonhangaba (Município),0.0,-,0.0,138.5,6426.58,6385.61,1733.86,2.64,2.07,2.36,53736476.29,1127563.36,4475142.81,37,2.3,1.73,3.14,70.66,20807423.22,69553860.05,-
2014,Pindamonhangaba (Município),0.0,-,0.027,157.03,7009.34,6954.98,2150.55,2.43,1.86,2.16,47106471.39,1082890.95,2560258.42,147,9.25,2.07,3.83,120.91,21834151.56,72985948.59,-
2013,Pindamonhangaba (Município),0.001,-,0.0,152.71,6612.2,6559.3,2195.4,2.35,1.8,2.08,49707235.29,1011376.24,2653176.21,46,2.93,2.47,4.67,76.64,21757379.52,72729319.42,-
2012,Pindamonhangaba (Município),0.001,-,0.0,154.02,6462.64,6396.69,2045.06,2.13,1.66,1.9,40752777.81,858127.51,2786332.54,46,3.06,2.94,5.71,58.94,20705146.31,69211974.64,-
2011,Pindamonhangaba (Município),0.002,-,0.0,155.32,6447.53,6376.61,2047.99,1.98,1.56,1.77,37256186.65,753552.73,2649531.88,44,2.96,3.51,6.96,41.45,20582921.51,68803408.62,-
2010,Pindamonhangaba (Município),0.003,-,0.009,146.03,5982.6,5907.9,1926.9,1.93,1.52,1.73,30632741.51,596198.94,2329429.43,48,3.27,4.19,8.5,34.36,20451722.71,68364844.8,-
2019,Limoeiro do Norte (Município),0.0,-,0.015,288.7,1451.6,1451.6,4822.45,1.53,1.52,1.53,11300939.66,497433.58,1643004.24,224,37.62,1.08,1.45,7.73,4816416.16,16100039.48,-
2018,Limoeiro do Norte (Município),0.0,-,0.011,253.04,1369.5,1369.5,4105.5,1.54,1.42,1.51,8975003.11,424975.87,1428223.01,197,33.23,1.08,1.44,7.51,4197509.13,14031192.6,-
2017,Limoeiro do Norte (Município),0.0,-,0.01,237.97,1268.06,1268.06,3849.25,1.52,1.13,1.44,7680939.92,414236.96,1296686.86,273,46.34,1.25,1.66,1.93,3857821.54,12895704.4,-
2016,Limoeiro do Norte (Município),0.0,-,0.007,191.55,1039.39,1039.39,3054.35,1.64,1.17,1.55,8093748.62,250990.71,1233893.27,339,57.9,1.45,1.92,4.44,3441841.29,11505189.5,-
2015,Limoeiro do Norte (Município),0.0,-,0.01,216.35,979.38,979.38,3614.58,1.33,1.12,1.29,5841182.01,511150.0,1283316.72,298,51.22,1.69,2.21,3.23,3382431.33,11306597.3,-
2014,Limoeiro do Norte (Município),0.0,-,0.005,202.06,915.31,915.31,3346.25,1.33,1.02,1.28,6931027.22,345909.8,856408.32,354,61.26,1.97,2.56,10.68,3331331.69,11135784.36,-
2013,Limoeiro do Norte (Município),0.0,-,0.004,191.59,882.54,882.54,3129.4,1.28,0.85,1.2,3725098.56,250080.96,858602.81,423,73.73,2.29,2.96,9.74,3196000.89,10683408.34,-
2012,Limoeiro do Norte (Município),0.01,-,0.023,187.57,873.81,873.81,2977.66,1.19,0.67,1.09,3801009.75,269852.0,860117.88,266,47.28,2.67,3.42,32.1,3020911.48,10098129.51,-
2011,Limoeiro do Norte (Município),0.029,-,0.068,154.88,339.82,339.82,2869.74,1.18,1.57,1.21,3539886.14,158672.3,837965.94,331,58.3,3.11,3.95,136.8,2651484.84,8863231.34,-
2010,Limoeiro do Norte (Município),0.049,-,0.075,146.75,578.34,578.34,2435.34,1.14,0.76,1.09,4056011.12,136066.32,894029.97,155,27.55,3.62,4.56,172.38,2664175.5,8905652.95,-
2019,Itaquaquecetuba (Município),0.0,-,0.0,111.22,8047.96,1319.71,13733.69,3.7,3.44,3.59,93835511.93,1586945.25,9172662.39,71,1.91,1.14,1.75,206.1,44179386.8,147680318.4,-
2018,Itaquaquecetuba (Município),0.001,-,0.0,109.73,7812.28,1235.17,13444.18,3.49,3.31,3.42,91310861.51,905784.6,5632738.46,72,1.96,1.13,1.73,111.06,42162158.66,140937243.94,-
2017,Itaquaquecetuba (Município),0.001,-,0.0,109.13,7574.11,1103.67,13262.68,3.26,3.11,3.2,89374318.68,1630144.04,5607237.64,43,1.19,1.35,2.11,52.33,39471022.1,131941467.11,-
2016,Itaquaquecetuba (Município),0.002,-,0.013,102.22,6992.63,978.97,12331.91,3.26,3.02,3.16,67920105.99,1776914.64,8798527.59,69,1.93,1.61,2.58,43.38,38468299.13,128589622.34,-
2015,Itaquaquecetuba (Município),0.003,-,0.024,97.37,6597.4,923.64,11614.41,2.72,2.2,2.52,64797325.65,1976017.84,7009091.19,106,3.0,1.92,3.14,56.57,31470595.61,105198100.66,-
2014,Itaquaquecetuba (Município),0.004,-,0.0,110.8,7406.56,518.46,13585.18,2.24,2.14,2.2,58416117.69,2178874.74,5144050.72,92,2.64,2.29,3.84,59.21,30890562.76,103259200.13,-
2013,Itaquaquecetuba (Município),0.005,-,0.0,114.02,7565.16,529.56,13810.13,2.38,2.26,2.33,53798717.67,1739792.46,4040131.52,80,2.32,2.74,4.68,73.81,35128846.28,117426691.04,-
2012,Itaquaquecetuba (Município),0.005,-,0.005,120.94,7305.96,511.41,14018.07,2.48,2.28,2.4,52913032.61,1148483.94,4417854.1,55,1.67,3.26,5.72,65.61,38458000.21,128555195.69,-
2011,Itaquaquecetuba (Município),0.006,-,0.005,118.91,6967.85,487.75,13640.62,2.33,2.17,2.27,53587242.59,1170092.72,4390192.56,96,2.95,3.9,6.98,99.47,37851052.23,126526324.83,-
2010,Itaquaquecetuba (Município),0.007,-,0.048,109.11,6559.9,459.2,12355.5,2.25,2.03,2.16,49162453.16,988852.82,3364156.36,102,3.17,4.65,8.52,33.58,36400053.01,121676007.9,-
2019,Ponte Nova (Município),0.0,-,0.002,148.58,2912.84,0,3239.86,3.25,1.44,2.35,15283410.86,328212.2,2453961.66,20,3.35,1.32,2.24,38.5,7195466.27,24052591.65,-
2018,Ponte Nova (Município),0.0,-,0.0,140.84,2774.4,0,3064.18,3.01,1.78,2.48,14669553.17,499088.4,2212724.96,21,3.52,1.31,2.23,18.71,6511925.25,21767689.95,-
2017,Ponte Nova (Município),0.0,-,0.0,133.92,2215.44,0,2950.53,2.81,1.67,2.32,10648475.9,297893.5,1959099.35,20,3.31,1.54,2.57,25.49,6117012.62,20447598.7,-
2016,Ponte Nova (Município),0.0,-,0.0,131.87,2848.2,0,2897.03,2.83,1.94,2.48,10035639.98,465012.53,1886236.44,31,5.15,1.81,2.96,19.38,6318137.31,21119906.74,-
2015,Ponte Nova (Município),0.0,-,0.0,127.24,3836.88,0,2786.67,2.85,1.22,2.04,10342522.98,318533.87,2223401.0,23,3.83,2.14,3.41,56.35,6645792.81,22215174.74,-
2014,Ponte Nova (Município),0.0,-,0.0,135.77,3580.12,0,2964.18,2.42,1.4,1.97,8412945.61,236646.11,1602508.73,21,3.51,2.52,3.93,65.07,6397558.92,21385392.75,-
2013,Ponte Nova (Município),0.002,-,0.012,243.49,4898.12,0,5298.04,2.19,1.21,1.75,9000893.08,185192.77,1435367.44,24,4.03,2.96,4.53,69.33,6221320.83,20796274.2,-
2012,Ponte Nova (Município),0.005,-,0.009,248.09,4420.0,0,5225.47,1.82,1.44,1.68,7376932.79,215136.49,1621476.62,30,5.2,3.49,5.22,18.49,6027799.24,20149381.3,-
2011,Ponte Nova (Município),0.007,-,0.01,231.17,3884.0,0,4856.0,1.63,1.36,1.53,6280760.5,187163.2,1570905.75,32,5.56,4.12,6.01,55.5,5446522.04,18206321.26,-
2010,Ponte Nova (Município),0.009,-,0.018,203.37,0.0,0,4260.0,1.63,0.0,0.0,6101079.47,191950.04,1524098.5,104,18.12,4.85,6.93,22.72,5229925.76,17482295.65,-
2019,Capitão Poço (Município),0.212,-,0.779,28.85,-,-,-,3.75,-,3.75,3592200.88,46250.8,517229.6,295,54.32,-,2.6,0,835602.69,2793204.7,-
2018,Capitão Poço (Município),0.234,-,0.78,31.2,0,0,616.93,3.3,-,3.3,3347970.33,56156.4,498725.49,401,74.01,-,2.6,0,825848.94,2760600.45,-
2017,Capitão Poço (Município),0.256,-,0.764,35.86,0,0,691.61,2.3,0,2.3,2672847.81,42919.4,401376.6,382,72.3,0,2.96,0,665063.54,2223136.23,-
2016,Capitão Poço (Município),0.278,-,0.777,31.42,0,0,605.09,2.07,0,2.07,2431572.9,51014.2,417454.44,958,181.55,0,3.37,0,544034.89,1818568.61,-
2015,Capitão Poço (Município),0.3,-,0.801,30.03,0,0,577.57,1.87,0,1.87,2308410.59,52491.24,374721.49,928,176.11,0,3.83,0,518223.14,1732286.55,-
2014,Capitão Poço (Município),0.322,-,0.804,30.07,0,0,577.57,1.8,0,1.8,2275479.0,45025.0,269164.0,1130,214.76,0,4.36,0,526637.41,1760413.32,-
2013,Capitão Poço (Município),0.344,-,0.806,29.88,0,0,573,1.8,0,1.8,1843200.0,45292.0,239434.0,1210,230.31,0,4.95,0,559850.04,1871434.59,-
2012,Capitão Poço (Município),0.365,-,0.809,28.96,0,0,552,1.66,0,1.66,1767153.0,43130.0,215588.0,1438,275.41,0,5.63,0,537246.15,1795875.59,-
2011,Capitão Poço (Município),0.387,-,0.81,28.58,0,0,543,1.67,0,1.67,1974623.0,32911.0,225034.0,1437,276.04,0,6.4,0,574040.54,1918869.76,-
2010,Capitão Poço (Município),0.409,-,0.746,29.46,0,0,557.93,1.58,0,1.58,1801041.0,23328.9,205650.31,1486,286.36,5.52,7.28,0,605697.8,2024691.85,-
2019,Rolim de Moura (Município),0.0,-,0.249,124.71,-,-,-,3.2,-,3.2,5844267.36,360398.95,1017455.68,214,38.87,1.46,3.52,23.58,3410860.21,11401627.72,-
2018,Rolim de Moura (Município),0.0,-,0.293,118.24,0,0,2360.88,2.98,-,2.98,8774443.8,315774.28,845344.29,193,35.28,1.48,3.58,50.1,2566005.49,8577495.88,-
2017,Rolim de Moura (Município),0.0,-,0.334,110.76,0,0,2307.34,2.62,0,2.62,7699533.6,300373.58,668560.39,218,38.2,1.73,3.78,59.98,2720203.77,9092941.02,-
2016,Rolim de Moura (Município),0.0,-,0.41,99.17,220,180,1871,4.56,0.75,4.21,7351950.04,314693.35,724418.6,498,87.89,2.02,3.99,3.94,4408135.27,14735261.56,-
2015,Rolim de Moura (Município),0.0,-,0.339,104.53,0,0,2145.81,4.25,0,4.25,5591602.34,347909.39,574628.76,517,91.92,2.36,4.21,0.2,4280360.97,14308144.97,-
2014,Rolim de Moura (Município),0.0,-,0.431,98.35,100,100,1903.31,4.36,0,4.36,5206925.82,284780.11,458989.93,559,100.17,2.75,4.44,0.18,4403310.55,14719133.75,-
2013,Rolim de Moura (Município),0.0,-,0.452,88.63,100,100,1690.76,3.7,0,3.7,4409684.85,188878.04,406882.22,535,96.65,3.21,4.69,12.24,3827879.55,12795616.06,-
2012,Rolim de Moura (Município),0.004,-,0.44,91.94,0,0,1716.19,3.54,0,3.54,4161977.38,116956.67,486311.18,780,152.52,3.75,4.95,23.72,3555700.6,11885791.86,-
2011,Rolim de Moura (Município),0.016,-,0.448,88.25,0,0,1639.45,3.69,0,3.69,3171694.86,182371.54,411066.01,517,101.57,4.38,5.22,5.24,3893897.35,13016296.56,-
2010,Rolim de Moura (Município),0.028,-,0.4,81.68,0,0,1510,3.83,0,3.83,4024766.81,108143.42,348820.22,1143,225.68,5.11,5.51,19.01,4036419.35,13492710.91,-
2019,Indaial (Município),0.0,-,0.0,125.51,455.67,455.67,2724.82,5.66,5.82,5.69,20751909.3,662481.85,1741320.05,69,9.94,1.32,1.42,250.84,10355557.55,34615963.38,-
2018,Indaial (Município),0.0,-,0.0,124.04,468.93,468.93,2606.32,5.46,5.62,5.48,24846204.05,710315.16,1780040.4,70,10.31,1.34,1.45,147.62,9818672.32,32821294.25,-
2017,Indaial (Município),0.0,-,0.0,125.98,274.94,274.94,2782.82,5.14,5.43,5.17,22842084.58,653029.01,1656182.14,103,15.49,1.57,1.72,39.72,8920824.57,29820020.35,-
2016,Indaial (Município),0.0,-,0.0,125.87,58.56,58.56,2927.78,4.78,5.24,4.79,18744345.26,637602.14,1507344.33,87,13.38,1.84,2.04,58.62,7546846.66,25227165.83,-
2015,Indaial (Município),0.001,-,0.0,125.24,0.0,0.0,2902.3,4.32,0.0,4.32,16684864.18,529483.43,1484616.62,74,11.66,2.16,2.42,14.55,7098488.48,23728419.84,-
2014,Indaial (Município),0.003,-,0.0,132.92,0.0,0.0,3006.43,4.09,0.0,4.09,15251728.99,460190.32,961983.68,108,17.43,2.54,2.88,15.09,7193750.25,24046855.44,-
2013,Indaial (Município),0.004,-,0.031,127.51,0.0,0.0,2812.58,3.85,0.0,3.85,13935952.67,325607.55,689567.62,120,19.86,2.99,3.42,3.84,6945842.47,23218163.55,-
2012,Indaial (Município),0.006,-,0.013,130.67,0.0,0.0,2721.81,3.6,0.0,3.6,11752645.6,208734.85,655485.97,180,31.54,3.51,4.07,17.18,6788366.95,22691763.4,-
2011,Indaial (Município),0.007,-,0.0,123.86,0.0,0.0,2530.86,3.33,0.0,3.33,10885131.91,209628.55,614329.92,147,26.26,4.12,4.84,9.08,6348352.12,21220907.07,-
2010,Indaial (Município),0.009,-,0.035,121.17,0.0,0.0,2425.93,3.23,0.0,3.23,11410339.36,129682.33,537507.23,193,35.18,4.84,5.75,6.0,6411939.59,21433463.61,-
2019,Itapissuma (Município),0.0,-,0.408,54.36,-,-,-,3.81,-,3.81,1505154.91,-,393634.65,20,7.5,1.08,1.83,1.64,876062.06,2928449.98,-
2018,Itapissuma (Município),0.0,-,0.423,50.9,146,146,344.45,3.78,-,3.78,1628269.97,11000,345800.08,11,4.17,1.07,1.81,1.03,809776.5,2706874.41,-
2017,Itapissuma (Município),0.0,-,0.424,51.33,146,146,347.41,3.32,0,3.32,2490026.14,10560,275443.07,15,5.7,1.24,2.1,2.57,860695.98,2877085.1,-
2016,Itapissuma (Município),0.0,-,0.433,47.2,146,146,303.15,3.51,0,3.51,1904218.89,9600,257806.41,12,4.6,1.44,2.44,21.3,885520.78,2960068.03,-
2015,Itapissuma (Município),0.0,-,0.427,50.87,146,146,333.04,2.96,0,2.96,1568781.79,0,258864.61,13,5.04,1.67,2.84,79.95,891442.98,2979864.41,-
